,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
29116,5,4,8705,8,10,4,4,3,4,1,0,0,39,39,0
29117,17,4,17806,15,9,2,4,0,4,1,0,0,54,39,1
29118,14,5,18370,15,9,4,4,3,4,1,0,0,44,39,0
29119,56,0,12824,11,8,6,0,1,4,0,0,0,14,39,0
29120,21,2,16502,8,10,2,4,0,4,1,0,0,39,39,0
29121,34,6,1345,15,9,2,10,5,4,0,0,0,39,39,1
29122,19,4,953,15,9,2,4,0,4,1,0,0,39,39,0
29123,12,4,11828,15,9,2,11,0,4,1,94,0,53,39,1
29124,47,6,4165,11,8,2,12,0,4,1,0,0,14,39,1
29125,7,4,7275,15,9,4,7,3,4,1,0,0,54,39,0
29126,4,7,13158,15,9,4,4,3,4,0,0,0,19,39,0
29127,11,4,8214,15,9,2,3,0,4,1,0,0,59,39,1
29128,1,0,4968,1,6,4,0,3,4,1,0,0,24,39,0
29129,24,5,4883,11,8,2,3,0,4,1,0,0,49,39,0
29130,0,4,270,6,4,4,8,3,4,1,0,0,15,39,0
29131,41,4,18866,10,15,2,10,0,4,1,0,0,49,39,1
29132,33,6,19223,9,12,2,12,0,4,1,0,0,7,39,0
29133,13,4,19849,1,6,3,6,1,0,1,0,0,39,26,0
29134,30,4,17457,11,8,2,3,0,4,1,0,0,39,39,0
29135,7,4,7169,15,9,4,12,3,4,1,0,0,19,39,0
29136,33,1,19498,15,9,2,4,0,2,1,0,0,39,39,0
29137,12,4,12838,12,13,4,10,1,4,1,0,0,54,34,0
29138,14,6,2814,10,15,2,10,0,4,1,0,0,39,39,1
29139,23,6,686,11,8,2,5,0,4,1,0,0,68,39,1
29140,14,4,364,15,9,4,12,1,4,0,0,0,59,39,0
29141,36,4,19634,6,4,2,7,0,2,1,0,0,39,39,0
29142,16,4,3292,11,8,4,1,1,4,0,0,0,39,39,0
29143,26,4,11683,9,12,2,8,0,4,1,0,0,39,39,0
29144,39,4,4613,15,9,2,4,5,4,0,94,0,49,39,1
29145,21,4,15341,9,12,2,4,5,4,0,0,0,49,39,1
29146,1,4,8293,1,6,4,12,3,4,0,0,0,29,39,0
29147,33,4,3456,11,8,2,4,0,4,1,0,0,39,39,1
29148,61,4,6689,11,8,6,12,4,4,0,30,0,11,39,0
29149,10,4,4123,1,6,2,3,0,4,1,0,0,39,39,0
29150,2,4,21482,15,9,4,12,3,4,0,0,0,24,39,0
29151,7,7,14091,9,12,4,13,1,4,0,0,0,39,39,0
29152,3,4,17878,15,9,4,12,3,4,1,0,25,14,39,0
29153,8,4,15631,12,13,4,10,3,4,1,0,0,34,39,0
29154,17,4,3984,9,12,0,12,1,4,0,0,0,49,39,1
29155,13,5,21052,8,10,2,12,0,4,1,0,0,34,39,0
29156,20,1,7060,12,13,0,10,1,4,0,0,0,39,39,0
29157,21,4,13417,11,8,2,7,0,4,1,0,0,47,39,1
29158,50,8,6785,11,8,2,1,0,1,1,0,0,11,30,0
29159,18,4,14586,11,8,2,14,0,4,1,0,0,29,39,0
29160,58,6,868,11,8,2,5,0,4,1,0,0,29,39,0
29161,30,4,2498,15,9,2,4,5,4,0,0,0,49,39,0
29162,6,4,16139,0,5,2,6,0,4,1,0,0,39,39,0
29163,34,1,3913,11,8,0,1,1,4,0,0,0,7,39,0
29164,25,2,21640,11,8,0,8,1,2,1,0,0,39,39,0
29165,15,4,3969,15,9,2,13,5,4,0,0,0,31,39,1
29166,37,4,19415,11,8,5,12,4,4,0,0,0,34,39,0
29167,3,4,11943,15,9,4,6,3,4,0,0,0,39,39,0
29168,22,4,17234,11,8,2,3,0,4,1,0,0,39,39,1
29169,24,4,3898,11,8,2,3,0,4,1,94,0,37,39,1
29170,18,4,3045,11,8,4,7,1,4,0,0,0,39,39,0
29171,28,2,9249,9,12,2,3,0,4,1,0,0,34,39,1
29172,10,4,8014,9,12,4,12,1,4,0,0,0,39,39,0
29173,44,6,12375,5,3,2,12,0,4,1,0,0,29,39,1
29174,24,4,10516,11,8,4,12,1,4,1,0,0,49,39,0
29175,5,4,1439,15,9,4,13,3,4,1,0,0,39,39,0
29176,38,4,9951,15,9,2,3,0,2,1,108,0,39,39,1
29177,49,0,6295,9,12,2,0,0,4,1,0,0,5,39,0
29178,8,4,10687,15,9,2,3,0,4,1,0,0,39,39,0
29179,3,4,17693,15,9,4,8,3,4,0,0,0,34,39,0
29180,3,4,15495,15,9,4,7,2,2,0,0,0,34,39,0
29181,50,5,4814,9,12,2,4,0,4,1,0,0,15,39,0
29182,27,4,17441,15,9,2,12,0,4,1,0,0,59,39,1
29183,25,4,1024,11,8,2,12,0,4,1,0,0,59,39,1
29184,12,2,13238,15,9,4,1,1,3,1,0,0,39,7,0
29185,31,4,12511,15,9,4,3,4,4,0,0,0,37,39,1
29186,8,4,20573,11,8,4,1,2,2,0,0,0,39,39,0
29187,14,4,10349,11,8,0,8,4,4,0,0,0,93,39,1
29188,31,4,5685,9,12,3,12,4,4,0,0,80,68,39,1
29189,23,4,1827,12,13,0,10,1,4,1,0,0,19,39,0
29190,9,4,10163,15,9,2,12,0,4,1,0,0,39,39,0
29191,11,4,2001,11,8,2,8,3,4,0,0,0,34,39,0
29192,35,4,9012,15,9,2,3,0,4,1,0,0,39,39,1
29193,24,6,17795,11,8,2,10,0,4,1,0,0,39,39,0
29194,22,6,1801,9,12,2,5,5,4,0,0,0,49,39,0
29195,31,4,8167,11,8,4,1,1,2,0,0,0,15,38,0
29196,2,4,12853,11,8,4,12,1,4,0,0,0,29,39,0
29197,10,4,923,15,9,2,7,0,4,1,0,29,39,39,0
29198,42,4,18669,8,10,2,12,0,4,1,0,37,49,39,0
29199,2,4,16846,15,9,4,12,2,4,1,0,0,39,39,0
29200,15,4,8473,11,8,4,6,3,4,1,0,0,49,39,0
29201,22,4,21118,11,8,4,6,2,4,1,0,0,39,39,0
29202,16,4,17726,11,8,2,3,0,4,1,0,0,39,39,0
29203,21,4,7759,11,8,4,6,1,4,1,0,0,39,39,0
29204,10,4,1791,15,9,4,5,3,4,1,0,0,44,39,0
29205,6,4,18696,11,8,4,4,3,4,0,0,0,44,39,0
29206,42,0,11061,8,10,0,0,1,4,1,0,0,47,39,0
29207,8,2,5926,9,12,4,1,1,1,1,0,0,19,19,0
29208,20,5,3704,7,11,2,12,0,4,1,0,0,67,39,0
29209,14,4,13688,11,8,2,14,0,4,1,0,0,64,39,0
29210,7,4,15244,7,11,4,12,3,4,0,0,0,36,39,0
29211,36,2,8889,9,12,0,1,4,4,0,0,0,37,6,0
29212,9,4,14887,15,9,4,6,2,2,1,0,0,39,0,0
29213,8,4,16814,15,9,2,1,5,4,0,0,0,39,39,1
29214,42,4,3609,1,6,4,7,1,4,1,0,0,39,39,0
29215,22,1,5263,11,8,0,1,4,4,0,0,0,39,39,0
29216,11,4,10503,15,9,4,6,3,4,1,0,0,39,39,0
29217,5,4,18409,11,8,4,6,1,4,1,0,0,39,39,0
29218,3,4,15595,11,8,4,3,2,4,1,0,0,39,8,0
29219,8,4,6323,15,9,4,8,3,4,0,0,0,39,39,0
29220,10,4,20076,15,9,4,3,4,4,1,0,0,49,39,0
29221,3,4,15384,11,8,4,12,4,4,1,0,0,39,39,0
29222,46,0,9077,15,9,6,0,1,2,0,0,0,23,39,0
29223,26,6,8550,0,5,0,5,4,4,1,0,0,24,39,0
29224,22,4,13339,15,9,0,1,1,4,0,0,0,39,39,0
29225,10,4,10894,9,12,4,10,1,4,1,0,0,44,39,0
29226,0,4,14220,0,5,4,12,3,4,0,0,0,4,39,0
29227,23,7,7126,14,14,2,10,0,4,1,0,0,69,39,0
29228,33,4,13916,15,9,2,3,0,4,1,0,0,47,39,1
29229,6,5,12905,9,12,4,1,3,4,0,0,0,34,39,0
29230,43,4,10341,11,8,2,12,0,4,1,91,0,64,39,1
29231,13,4,17086,11,8,4,4,1,4,0,0,0,39,39,0
29232,7,4,12795,11,8,2,6,0,4,1,0,0,49,39,0
29233,6,4,579,9,12,4,1,3,4,0,0,0,19,39,0
29234,7,4,16639,9,12,2,10,0,4,1,77,0,29,39,0
29235,28,6,17172,9,12,2,3,0,4,1,0,0,19,39,0
29236,41,5,2698,15,9,2,4,0,4,1,91,0,59,39,1
29237,5,4,5018,15,9,4,12,2,4,1,0,0,19,39,0
29238,24,4,11386,15,9,4,6,1,4,1,0,0,39,39,0
29239,31,4,21033,5,3,2,7,0,4,1,0,0,39,39,1
29240,14,4,11842,11,8,0,7,2,4,1,0,0,39,39,0
29241,16,4,7689,14,14,2,10,0,4,1,0,50,49,39,1
29242,32,5,18729,9,12,2,4,0,4,1,0,0,49,39,0
29243,13,4,8473,9,12,2,10,0,4,1,94,0,49,39,1
29244,21,4,1996,11,8,4,3,1,4,1,0,0,39,39,0
29245,41,2,594,11,8,2,14,0,4,1,0,0,47,39,0
29246,41,4,7155,9,12,0,10,1,4,0,0,0,49,39,0
29247,44,6,12935,11,8,2,4,0,4,1,0,0,39,39,0
29248,41,4,9654,11,8,2,12,0,4,1,94,0,39,39,1
29249,15,4,13362,8,10,2,13,0,4,1,0,0,44,39,1
29250,16,6,10293,11,8,0,3,1,4,1,0,0,49,39,0
29251,11,4,18341,9,12,5,4,1,4,0,0,0,49,39,1
29252,5,4,3260,15,9,4,8,3,4,0,0,0,10,39,0
29253,18,4,11170,11,8,2,3,0,4,1,0,0,39,39,1
29254,42,4,9529,11,8,2,12,0,4,1,0,0,54,39,0
29255,28,5,10527,14,14,2,4,0,1,1,94,0,39,0,1
29256,33,6,13944,11,8,2,12,0,2,1,0,0,39,39,0
29257,39,5,556,2,7,6,4,1,4,0,0,0,39,39,0
29258,19,6,7782,11,8,4,3,1,4,1,0,0,39,39,0
29259,1,0,20437,0,5,4,0,3,4,1,0,0,29,39,0
29260,11,4,18687,15,9,2,12,0,0,1,0,0,59,39,0
29261,25,4,15676,8,10,2,10,0,2,1,0,0,39,39,1
29262,43,4,13343,11,8,2,8,0,4,1,0,0,39,39,0
29263,24,5,15055,15,9,2,12,0,4,1,0,0,86,39,0
29264,25,4,9573,9,12,2,13,0,4,1,91,0,44,39,1
29265,19,4,7645,11,8,2,3,0,4,1,0,0,54,39,1
29266,35,2,3245,12,13,2,10,0,4,1,0,0,39,39,1
29267,25,6,16106,11,8,2,14,0,4,1,0,0,39,39,0
29268,9,2,2458,15,9,2,11,0,4,1,0,0,54,39,1
29269,14,2,6814,9,12,0,10,4,4,0,0,0,39,39,0
29270,30,4,14722,4,2,5,12,4,4,0,0,0,39,26,0
29271,18,4,14217,15,9,2,7,0,4,1,0,0,49,39,0
29272,2,4,2328,6,4,4,6,3,4,1,0,0,24,39,0
29273,42,6,2818,15,9,2,12,5,4,0,0,0,76,39,1
29274,21,4,13298,9,12,2,4,0,4,1,0,0,39,39,1
29275,19,4,12844,9,12,2,4,0,4,1,0,0,49,39,0
29276,18,4,20566,12,13,4,4,1,4,0,0,0,54,39,0
29277,22,4,5159,11,8,2,5,0,4,1,0,0,29,39,0
29278,47,4,5122,15,9,5,8,1,4,1,0,0,39,39,0
29279,0,2,1072,0,5,4,8,3,4,0,0,0,24,39,0
29280,32,4,7862,15,9,2,8,0,4,1,0,0,31,39,0
29281,2,4,8943,15,9,4,8,3,4,0,0,0,24,39,0
29282,19,6,10494,11,8,2,10,5,4,0,51,0,39,39,0
29283,9,4,16351,11,8,4,6,1,4,1,0,0,44,39,0
29284,10,4,10308,4,2,4,9,2,4,0,26,0,39,8,0
29285,49,4,4980,9,12,2,10,0,4,1,111,0,39,39,1
29286,21,4,18874,5,3,2,1,0,4,1,0,0,39,39,0
29287,8,4,14993,9,12,4,4,2,4,0,0,0,24,39,0
29288,2,4,3922,11,8,4,10,1,4,0,0,0,39,39,0
29289,13,4,19152,7,11,4,3,1,4,1,73,0,49,39,1
29290,5,4,9572,8,10,4,4,4,1,1,0,0,39,35,0
29291,43,4,12965,15,9,0,3,3,4,1,0,0,43,39,1
29292,37,4,18494,15,9,2,13,0,4,1,0,50,17,39,1
29293,29,4,14409,11,8,5,3,1,4,1,0,0,36,39,0
29294,16,7,507,15,9,4,8,3,4,1,0,0,39,39,0
29295,34,2,8047,12,13,0,4,1,4,0,0,0,39,39,0
29296,26,4,10564,14,14,2,10,0,4,1,108,0,59,39,1
29297,1,0,16278,11,8,4,0,3,4,0,0,0,29,39,0
29298,43,5,8523,11,8,2,5,0,4,1,0,0,24,39,0
29299,22,6,7630,11,8,2,5,0,4,1,0,0,59,39,0
29300,6,4,3343,9,12,4,13,3,4,0,53,0,39,39,0
29301,22,4,10141,7,11,4,13,1,4,0,0,0,39,39,0
29302,23,2,2558,15,9,4,4,1,4,1,0,0,39,39,0
29303,31,4,8996,15,9,2,4,0,4,1,0,0,64,39,1
29304,7,4,1277,11,8,4,6,2,4,1,0,0,39,39,0
29305,15,4,6340,11,8,0,6,1,4,1,0,0,39,39,0
29306,14,6,15323,15,9,2,3,0,4,1,0,0,59,39,0
29307,22,4,10416,11,8,4,7,1,2,1,0,0,39,39,0
29308,10,4,19259,12,13,4,4,3,4,0,0,0,39,39,0
29309,28,7,18633,12,13,4,1,1,2,1,0,0,37,39,0
29310,5,0,18655,11,8,0,0,2,2,0,0,0,39,39,0
29311,14,4,12593,9,12,4,3,1,1,1,0,0,39,40,0
29312,46,4,6432,11,8,0,4,1,4,0,0,0,39,39,0
29313,28,4,17722,9,12,2,4,0,4,1,0,0,49,39,1
29314,11,7,11607,15,9,5,1,4,4,0,0,0,49,39,0
29315,6,4,6399,9,12,4,12,3,4,0,0,0,39,39,0
29316,33,4,7468,11,8,2,3,0,4,1,0,0,43,39,1
29317,16,4,4095,2,7,2,11,0,4,1,0,0,39,39,0
29318,5,0,6844,15,9,4,0,3,4,1,0,0,39,39,0
29319,10,4,20455,9,12,4,12,1,4,1,104,0,45,39,1
29320,12,4,2907,15,9,2,14,0,4,1,0,0,39,39,0
29321,19,4,18532,11,8,0,1,4,4,0,0,0,34,39,0
29322,43,4,21409,3,1,2,3,0,4,1,0,0,39,26,1
29323,29,4,12282,9,12,2,14,0,4,1,0,0,49,0,0
29324,50,0,3773,12,13,6,0,1,4,0,0,0,39,39,0
29325,3,0,6564,15,9,4,0,3,4,0,0,0,14,10,0
29326,6,4,1781,9,12,4,12,3,4,1,0,0,54,39,0
29327,21,5,10121,11,8,2,4,0,4,1,0,0,49,39,0
29328,43,4,11156,14,14,2,4,0,4,1,0,0,39,39,1
29329,3,6,1727,15,9,4,3,1,4,0,0,0,34,39,0
29330,20,4,13838,15,9,6,7,4,2,0,0,0,47,39,0
29331,20,4,14691,11,8,4,3,4,4,1,0,0,39,39,0
29332,41,4,12736,11,8,2,3,0,4,1,0,0,39,39,0
29333,8,4,1144,9,12,4,3,3,4,1,0,0,29,2,0
29334,10,4,3235,15,9,4,1,4,4,0,0,0,59,39,0
29335,16,4,18966,15,9,2,7,0,4,1,0,0,54,39,0
29336,26,7,447,15,9,0,1,1,4,0,0,0,39,39,0
29337,4,1,10618,15,9,4,13,3,2,1,0,0,19,39,0
29338,28,4,14262,11,8,2,3,0,3,1,0,0,39,26,0
29339,27,4,14564,4,2,2,7,0,2,1,0,0,39,39,0
29340,35,0,5735,5,3,2,0,0,4,1,0,0,39,39,0
29341,36,4,19618,11,8,0,10,1,4,1,73,0,45,39,1
29342,14,4,11056,11,8,4,8,3,2,0,0,0,19,39,0
29343,1,1,4002,1,6,4,8,3,1,1,0,0,14,30,0
29344,3,4,5979,11,8,4,8,3,4,0,0,0,29,39,0
29345,15,4,1670,11,8,4,7,1,4,1,0,0,39,39,0
29346,31,4,21311,0,5,2,14,0,2,1,0,0,39,39,0
29347,29,4,21523,11,8,2,8,0,2,1,0,0,39,39,0
29348,11,4,9858,11,8,2,7,0,4,1,0,0,49,39,0
29349,10,6,19875,11,8,4,12,1,2,1,0,0,39,39,0
29350,1,1,17542,15,9,4,12,3,4,0,0,0,31,39,0
29351,52,6,11069,11,8,2,4,0,4,1,98,0,11,39,1
29352,33,5,16243,12,13,2,12,0,4,1,0,0,39,39,1
29353,26,4,7218,11,8,2,7,5,4,0,0,0,39,12,0
29354,15,4,13686,9,12,0,12,4,4,0,0,0,29,39,0
29355,26,4,9656,11,8,5,4,1,4,0,0,0,47,39,0
29356,35,6,6898,11,8,2,12,0,4,1,94,0,54,39,1
29357,33,4,10102,9,12,2,4,0,4,1,0,0,39,0,1
29358,18,4,6967,15,9,0,4,1,4,0,0,0,39,39,1
29359,3,0,9875,11,8,4,0,3,4,0,0,0,4,39,0
29360,56,0,5848,11,8,6,0,1,4,0,0,0,64,39,0
29361,29,4,8897,11,8,0,1,3,4,0,0,0,44,39,0
29362,41,4,13234,11,8,2,14,0,4,1,0,0,59,39,1
29363,29,5,11953,14,14,2,10,0,4,1,108,0,59,39,1
29364,23,4,8821,11,8,4,3,1,4,1,0,0,49,39,0
29365,8,4,16828,9,12,4,1,3,4,1,0,0,39,39,0
29366,5,4,19284,7,11,4,1,1,4,0,0,0,24,39,0
29367,16,1,2710,9,12,2,10,0,4,1,0,0,39,39,0
29368,32,1,15234,8,10,2,3,0,4,1,0,0,39,39,0
29369,45,4,3325,0,5,0,10,4,4,0,0,0,39,39,0
29370,39,2,8320,15,9,0,11,1,2,1,0,0,47,39,0
29371,7,4,3068,11,8,4,14,4,4,0,0,0,39,26,0
29372,25,4,66,11,8,4,8,1,4,0,0,0,39,39,0
29373,24,4,10520,12,13,0,4,4,4,0,0,0,39,39,0
29374,6,4,13853,9,12,4,8,1,4,1,0,0,65,7,0
29375,5,0,6034,15,9,4,0,3,4,1,0,0,39,39,0
29376,18,4,19301,9,12,4,1,2,4,1,0,0,39,39,0
29377,25,4,18687,11,8,3,6,2,1,1,0,0,39,0,0
29378,5,4,17680,11,8,4,7,3,4,1,0,0,39,26,0
29379,15,6,817,11,8,2,3,0,4,1,0,0,49,39,0
29380,8,4,20755,11,8,4,3,3,4,1,0,0,39,39,0
29381,49,4,10323,4,2,0,9,1,2,0,0,0,14,39,0
29382,9,7,18058,11,8,2,11,0,4,1,0,0,37,39,0
29383,29,4,2179,15,9,0,14,3,4,1,53,0,54,39,0
29384,38,4,11599,9,12,2,4,0,4,1,0,0,44,39,1
29385,7,4,76,11,8,2,3,0,4,1,0,0,39,39,0
29386,8,4,10316,11,8,4,12,4,4,1,0,0,39,39,0
29387,5,4,4679,15,9,4,1,1,4,0,0,0,39,39,0
29388,14,4,12494,11,8,4,8,1,4,1,0,0,39,39,0
29389,13,4,17175,11,8,0,1,1,4,0,0,0,39,39,0
29390,37,4,7112,11,8,4,8,1,4,1,0,0,14,39,0
29391,2,0,12699,15,9,4,0,3,4,0,0,0,39,39,0
29392,39,4,3371,6,4,0,3,1,4,0,0,0,39,39,1
29393,30,4,3423,11,8,2,3,0,1,1,0,0,59,24,0
29394,12,4,15373,11,8,2,3,0,2,1,0,0,39,39,0
29395,36,4,7879,11,8,2,3,0,4,1,0,0,39,39,0
29396,5,4,11562,11,8,4,7,4,2,0,0,0,39,39,0
29397,33,0,13175,9,12,2,0,0,2,1,0,47,59,39,1
29398,25,4,19554,11,8,0,4,1,4,0,0,0,39,39,1
29399,4,4,16878,15,9,4,12,2,4,1,0,0,39,39,0
29400,19,5,9113,11,8,4,8,1,4,0,0,0,68,39,0
29401,43,4,11488,4,2,2,12,0,4,1,0,0,39,0,1
29402,52,4,13910,8,10,6,12,1,4,0,0,0,24,39,0
29403,14,4,4915,11,8,2,14,0,0,1,0,0,39,39,0
29404,31,4,5985,15,9,0,1,4,4,0,0,0,54,39,0
29405,6,4,2002,11,8,4,4,1,4,0,0,0,39,39,0
29406,7,4,15837,7,11,5,3,4,1,1,97,0,39,39,1
29407,30,4,21497,11,8,2,1,0,2,1,0,0,39,39,1
29408,19,4,2289,11,8,4,7,4,0,0,0,0,39,39,0
29409,22,4,18456,7,11,2,4,0,4,1,0,0,49,39,1
29410,5,4,11233,11,8,4,14,1,4,0,0,0,45,39,0
29411,10,4,17486,9,12,4,12,1,4,1,100,0,44,39,1
29412,19,4,21013,11,8,2,7,0,4,1,0,0,39,39,0
29413,37,4,20853,3,1,2,8,0,4,1,0,0,39,26,0
29414,16,1,3461,11,8,0,1,4,4,0,0,0,39,39,0
29415,25,4,8058,11,8,2,10,0,4,1,94,0,49,39,1
29416,35,4,7441,15,9,2,12,0,4,1,0,0,64,39,0
29417,6,4,13558,9,12,4,12,3,4,1,0,0,31,39,0
29418,16,4,15168,3,1,2,6,0,4,1,0,0,39,26,0
29419,13,4,10374,8,10,0,1,1,4,0,0,0,37,39,0
29420,18,4,13906,8,10,2,13,0,2,1,0,0,37,23,0
29421,18,0,6975,8,10,2,0,5,4,0,0,0,19,39,1
29422,10,4,8042,11,8,4,6,3,4,1,0,0,36,39,0
29423,7,4,3187,11,8,4,8,3,4,1,0,0,34,39,0
29424,27,2,7827,11,8,2,7,0,4,1,0,0,39,39,0
29425,45,4,6899,8,10,5,9,1,2,0,0,0,19,39,0
29426,28,4,420,9,12,2,4,0,4,1,108,0,39,39,1
29427,58,6,13921,11,8,2,5,0,4,1,0,0,19,39,0
29428,30,4,11952,9,12,2,10,0,4,1,0,0,49,39,0
29429,47,4,11967,14,14,2,4,0,4,1,0,0,59,39,0
29430,37,4,4113,11,8,0,13,1,4,1,0,0,41,39,1
29431,24,1,21355,9,12,2,4,0,4,1,0,0,39,39,1
29432,16,4,10376,7,11,2,3,0,4,1,0,0,39,39,0
29433,3,4,16184,15,9,4,1,3,4,0,0,0,9,39,0
29434,34,4,10274,9,12,0,12,1,4,1,0,0,49,39,1
29435,28,5,5673,14,14,4,3,1,4,1,0,0,49,39,1
29436,1,0,161,1,6,4,0,3,4,1,0,0,69,39,0
29437,26,4,21461,0,5,2,14,0,4,1,0,0,39,41,0
29438,13,4,3247,11,8,4,3,3,4,1,0,18,39,39,0
29439,15,4,14558,11,8,0,1,3,4,0,0,0,39,39,0
29440,28,4,1388,15,9,2,3,0,4,1,0,47,39,0,1
29441,44,4,18747,15,9,0,12,1,4,0,0,0,39,39,0
29442,4,4,12741,3,1,2,8,2,4,1,0,0,39,9,0
29443,39,4,17170,1,6,0,3,1,4,1,0,0,48,39,0
29444,11,4,516,11,8,4,6,2,4,1,0,0,59,39,0
29445,6,4,12349,15,9,4,6,3,2,0,0,0,39,39,0
29446,38,4,11630,15,9,2,14,0,4,1,0,0,79,39,0
29447,10,0,21323,15,9,2,0,0,4,1,0,4,19,26,0
29448,16,4,19963,11,8,4,14,1,4,1,0,0,68,39,0
29449,5,4,7773,15,9,4,1,3,4,0,0,0,19,39,0
29450,26,2,8135,8,10,2,4,0,4,1,0,0,39,39,0
29451,15,6,2070,11,8,0,4,4,4,0,0,0,39,39,0
29452,21,4,11627,15,9,2,12,5,4,0,0,0,39,39,0
29453,1,4,18967,6,4,4,5,3,4,1,0,0,19,39,0
29454,18,4,4342,15,9,2,3,0,4,1,0,0,49,39,1
29455,50,0,1699,11,8,6,0,1,4,0,0,0,39,39,0
29456,12,4,4522,11,8,0,7,3,4,0,0,0,39,39,0
29457,2,4,19419,3,1,4,6,1,4,1,0,0,54,26,0
29458,22,4,9202,1,6,2,3,0,4,1,0,0,34,39,0
29459,12,4,14974,15,9,2,4,0,4,1,0,46,49,39,1
29460,28,5,1105,14,14,2,10,0,4,1,0,0,54,39,1
29461,27,4,17397,15,9,2,7,0,4,1,50,0,39,39,1
29462,25,2,12291,5,3,2,3,0,4,1,0,0,39,39,0
29463,17,4,15829,9,12,4,12,1,4,1,0,0,39,39,0
29464,35,2,15442,9,12,2,13,0,4,1,0,0,39,39,0
29465,1,0,18630,1,6,4,0,3,4,1,0,0,24,39,0
29466,47,4,1977,11,8,2,5,0,4,1,0,0,24,10,0
29467,13,4,109,9,12,2,12,0,4,1,0,0,44,39,1
29468,26,2,10548,9,12,0,4,4,4,1,0,0,41,11,0
29469,32,6,5682,15,9,4,3,4,4,1,0,0,39,39,0
29470,18,4,17583,15,9,2,10,0,4,1,0,0,39,39,1
29471,20,6,19672,14,14,2,10,0,4,1,0,0,49,39,1
29472,32,4,12105,5,3,2,6,0,4,1,0,0,39,39,0
29473,2,4,19102,1,6,5,8,3,4,0,0,0,39,39,0
29474,5,4,13307,9,12,4,4,3,4,1,27,0,3,39,0
29475,14,4,2067,11,8,4,8,3,2,1,0,0,39,39,0
29476,9,4,14674,15,9,2,3,0,4,1,0,0,39,39,0
29477,27,4,759,15,9,2,12,0,4,1,0,0,54,39,0
29478,21,4,10064,15,9,2,8,5,4,0,0,0,39,39,0
29479,16,6,19928,11,8,2,12,0,4,1,0,0,59,39,0
29480,7,0,6888,11,8,5,0,4,2,0,0,0,36,39,0
29481,1,4,17047,2,7,4,8,3,4,1,0,0,19,39,0
29482,15,4,16571,8,10,6,13,4,2,0,0,0,39,39,0
29483,10,4,5489,11,8,0,1,1,4,0,0,0,39,39,0
29484,11,7,2711,12,13,2,4,0,2,1,0,0,39,23,0
29485,13,6,21532,8,10,4,3,1,4,1,0,0,39,39,0
29486,16,4,5828,11,8,4,8,1,2,1,0,0,37,39,0
29487,57,4,2979,12,13,0,12,1,4,0,0,0,9,39,0
29488,19,4,8710,11,8,4,3,1,1,1,0,0,68,35,0
29489,19,4,6885,7,11,2,13,0,4,1,0,0,54,39,0
29490,12,4,15645,11,8,2,1,5,4,0,0,56,19,39,0
29491,22,4,16741,9,12,0,4,4,4,0,0,0,44,39,0
29492,8,5,6553,9,12,4,12,1,4,1,0,0,76,39,0
29493,4,4,1910,11,8,5,5,3,4,1,0,0,39,39,0
29494,22,7,7207,8,10,4,4,4,4,0,0,0,49,39,0
29495,21,4,8604,15,9,0,10,1,4,0,0,0,31,39,0
29496,3,4,14888,11,8,4,12,1,1,0,0,0,24,39,0
29497,34,4,18465,11,8,0,3,1,4,1,0,0,39,39,0
29498,4,4,674,11,8,4,1,4,4,0,0,0,39,39,0
29499,19,4,11533,15,9,4,10,1,4,0,0,0,39,39,0
29500,33,4,18650,11,8,5,8,4,2,0,0,0,39,39,0
29501,21,4,14438,11,8,2,4,0,4,1,0,0,54,39,1
29502,8,2,21226,9,12,4,10,1,4,0,0,0,39,39,0
29503,6,4,8834,15,9,4,12,3,4,0,0,0,14,39,0
29504,19,4,18456,9,12,2,4,0,4,1,0,0,54,39,1
29505,24,4,13353,9,12,2,10,0,4,1,0,0,39,11,0
29506,17,4,9379,12,13,4,4,1,4,0,0,0,49,39,0
29507,2,7,6127,15,9,4,8,3,4,1,0,0,9,39,0
29508,1,4,7894,0,5,4,8,3,4,0,0,0,2,39,0
29509,19,4,4818,0,5,0,12,3,4,1,0,0,39,39,0
29510,29,4,4050,15,9,2,14,0,4,1,0,46,39,39,1
29511,12,4,13946,15,9,4,3,3,4,1,0,0,44,39,0
29512,6,4,8834,11,8,4,4,1,4,0,0,0,31,39,0
29513,18,4,425,11,8,2,6,0,4,1,0,0,39,39,0
29514,18,4,17907,11,8,4,14,3,4,1,0,0,39,39,0
29515,23,4,10723,11,8,2,14,0,4,1,0,0,39,39,0
29516,5,4,2490,15,9,4,14,3,1,1,0,0,39,39,0
29517,2,7,2003,15,9,4,1,3,4,0,0,0,14,39,0
29518,53,4,11394,1,6,2,14,0,4,1,0,0,39,39,0
29519,21,4,12118,15,9,0,14,1,2,1,0,0,54,39,0
29520,18,4,8590,15,9,2,12,0,4,1,0,0,49,39,0
29521,8,4,7620,15,9,4,8,3,4,0,0,0,34,39,0
29522,22,4,9018,15,9,2,3,0,4,1,0,0,44,39,1
29523,33,4,5831,10,15,2,10,0,2,1,0,0,36,0,1
29524,26,4,10963,7,11,2,10,0,4,1,0,0,49,39,0
29525,20,1,11413,15,9,2,1,0,4,1,0,0,39,30,1
